rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,笺上灯影戏琉璃,舰长,104,小丸玐,26
2,45331405,青鈫,舰长,216,小丸玐,26
3,3546567229311018,逍-遥-自-在-,舰长,161,小丸玐,25
4,3546647397141444,是千栀,舰长,96,小丸玐,25
5,3546813342682040,神秘人_0019,舰长,174,小丸玐,24
6,518498472,周周鸭zz,舰长,95,小丸玐,23
7,670463398,大头蘑菇彬,舰长,59,小丸玐,22
8,95306433,扶摇落苏,舰长,10,小丸玐,21
