rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,笺上灯影戏琉璃,舰长,99,小丸玐,26
2,3546567229311018,逍-遥-自-在-,舰长,156,小丸玐,25
3,3546647397141444,是千栀,舰长,91,小丸玐,25
4,3546813342682040,神秘人_0019,舰长,169,小丸玐,24
5,518498472,周周鸭zz,舰长,90,小丸玐,23
6,3546602973169693,御小仙_,舰长,29,小丸玐,23
7,670463398,大头蘑菇彬,舰长,54,小丸玐,22
8,95306433,扶摇落苏,舰长,5,小丸玐,21
