rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,笺上灯影戏琉璃,舰长,95,小丸玐,26
2,45331405,青鈫,舰长,208,小丸玐,26
3,3546567229311018,逍-遥-自-在-,舰长,152,小丸玐,25
4,3546647397141444,是千栀,舰长,87,小丸玐,24
5,3546813342682040,神秘人_0019,舰长,165,小丸玐,24
6,518498472,周周鸭zz,舰长,86,小丸玐,23
7,3546602973169693,御小仙_,舰长,25,小丸玐,23
8,670463398,大头蘑菇彬,舰长,50,小丸玐,22
9,3546818723973606,祝西瓜27号满月快乐,舰长,28,小丸玐,21
