rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,琉璃寻仙,舰长,109,小丸玐,26
2,45331405,青鈫,舰长,221,小丸玐,26
3,3546567229311018,逍-遥-自-在-,舰长,166,小丸玐,25
4,3546647397141444,是千栀,舰长,101,小丸玐,25
5,3546813342682040,神秘人_0019,舰长,179,小丸玐,24
6,518498472,周周鸭zz,舰长,100,小丸玐,23
7,95306433,扶摇落苏,舰长,15,小丸玐,21
