rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,寒灯琉璃,舰长,130,小丸玐,27
2,1784237452,冰封狼骑士,舰长,103,小丸玐,25
3,518498472,周周鸭zz,舰长,121,小丸玐,23
4,524964523,黑猪想睡觉,舰长,46,小丸玐,23
