rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,寒灯纸上_梨花雨凉-,舰长,143,小丸玐,27
2,1784237452,哎呀呀木事的,舰长,116,小丸玐,25
3,524964523,黑猪想睡觉,舰长,59,小丸玐,23
