rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,寒灯纸上_梨花雨凉-,舰长,142,小丸玐,27
2,1784237452,黑听一会灰儿,舰长,115,小丸玐,25
3,524964523,黑猪想睡觉,舰长,58,小丸玐,23
