rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,寒灯琉璃,舰长,131,小丸玐,27
2,1784237452,冰封狼骑士,舰长,104,小丸玐,25
3,524964523,黑猪想睡觉,舰长,47,小丸玐,23
