rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,寒灯琉璃,舰长,132,小丸玐,27
2,1784237452,冰封狼骑士,舰长,105,小丸玐,25
3,524964523,黑猪想睡觉,舰长,48,小丸玐,23
