rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,105,小丸艺,25
2,3546567229311018,逍-遥-自-在-,舰长,49,小丸艺,24
3,374647233,良人兮-sZ,舰长,85,小丸艺,24
4,1856551420,长长长长长明丸的单推,舰长,59,小丸艺,24
5,3546813342682040,神秘人_0019,舰长,62,小丸艺,24
6,1784237452,幸运版金太狼,舰长,16,小丸艺,23
7,442276856,SSShlN,舰长,46,小丸艺,23
8,431427111,阿禾MIX,舰长,20,小丸艺,22
9,1403741492,美式咖啡加牛奶,舰长,26,小丸艺,22
