rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,108,小丸艺,25
2,3546567229311018,逍-遥-自-在-,舰长,52,小丸艺,24
3,374647233,良人兮-sZ,舰长,88,小丸艺,24
4,3546813342682040,神秘人_0019,舰长,65,小丸艺,24
5,1784237452,幸运版金太狼,舰长,19,小丸艺,24
6,442276856,SSShlN,舰长,49,小丸艺,23
7,431427111,阿禾MIX,舰长,23,小丸艺,22
8,1403741492,美式咖啡加牛奶,舰长,29,小丸艺,22
