rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,102,小丸艺,25
2,3546567229311018,逍-遥-自-在-,舰长,46,小丸艺,24
3,374647233,良人兮-sZ,舰长,82,小丸艺,24
4,1856551420,长长长长长明丸的单推,舰长,56,小丸艺,24
5,1784237452,幸运版金太狼,舰长,13,小丸艺,23
6,3546813342682040,神秘人_0019,舰长,59,小丸艺,23
7,442276856,SSShlN,舰长,43,小丸艺,23
8,431427111,阿禾MIX,舰长,17,小丸艺,22
9,1403741492,美式咖啡加牛奶,舰长,23,小丸艺,22
