rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,119,小丸艺,25
2,222569776,寒灯纸上梨花雨凉_,舰长,6,小丸艺,25
3,3546567229311018,逍-遥-自-在-,舰长,63,小丸艺,25
4,1784237452,幸运版金太狼,舰长,30,小丸艺,24
5,7845145,凉皮米线,舰长,11,小丸艺,24
6,3546813342682040,神秘人_0019,舰长,76,小丸艺,24
7,442276856,SSShlN,舰长,60,小丸艺,23
