rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,115,小丸艺,25
2,222569776,寒灯纸上梨花雨凉_,舰长,2,小丸艺,25
3,3546567229311018,逍-遥-自-在-,舰长,59,小丸艺,25
4,1784237452,幸运版金太狼,舰长,26,小丸艺,24
5,3546813342682040,神秘人_0019,舰长,72,小丸艺,24
6,7845145,凉皮米线,舰长,7,小丸艺,23
7,442276856,SSShlN,舰长,56,小丸艺,23
8,431427111,阿禾MIX,舰长,30,小丸艺,22
