rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,116,小丸艺,25
2,222569776,寒灯纸上梨花雨凉_,舰长,3,小丸艺,25
3,3546567229311018,逍-遥-自-在-,舰长,60,小丸艺,25
4,1784237452,幸运版金太狼,舰长,27,小丸艺,24
5,7845145,凉皮米线,舰长,8,小丸艺,24
6,3546813342682040,神秘人_0019,舰长,73,小丸艺,24
7,442276856,SSShlN,舰长,57,小丸艺,23
8,431427111,阿禾MIX,舰长,31,小丸艺,22
