rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,137,小丸艺,25
2,222569776,寒灯纸上梨花雨凉_,舰长,24,小丸艺,25
3,3546567229311018,逍-遥-自-在-,舰长,81,小丸艺,25
4,7845145,凉皮米线,舰长,29,小丸艺,24
5,1784237452,幸运版金太狼,舰长,48,小丸艺,24
6,3546813342682040,神秘人_0019,舰长,94,小丸艺,24
7,3546647397141444,是千栀,舰长,16,小丸艺,22
8,21532767,LuxorSky,舰长,17,小丸艺,22
9,3546888569620883,桃初桃出吃桃酥,舰长,5,小丸艺,21
10,518498472,周周鸭zz,舰长,15,小丸艺,21
11,670463398,大头蘑菇彬,舰长,7,小丸艺,21
