rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,111,小丸艺,25
2,3546567229311018,逍-遥-自-在-,舰长,55,小丸艺,24
3,374647233,良人兮-sZ,舰长,91,小丸艺,24
4,3546813342682040,神秘人_0019,舰长,68,小丸艺,24
5,1784237452,幸运版金太狼,舰长,22,小丸艺,24
6,442276856,SSShlN,舰长,52,小丸艺,23
7,7845145,凉皮米线,舰长,3,小丸艺,22
8,431427111,阿禾MIX,舰长,26,小丸艺,22
