rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,113,小丸艺,25
2,3546567229311018,逍-遥-自-在-,舰长,57,小丸艺,24
3,3546813342682040,神秘人_0019,舰长,70,小丸艺,24
4,1784237452,幸运版金太狼,舰长,24,小丸艺,24
5,7845145,凉皮米线,舰长,5,小丸艺,23
6,442276856,SSShlN,舰长,54,小丸艺,23
7,431427111,阿禾MIX,舰长,28,小丸艺,22
