rank,uid,username,type,accompany,medal_name,medal_level
1,45331405,青鈫,舰长,132,小丸艺,25
2,222569776,寒灯纸上梨花雨凉_,舰长,19,小丸艺,25
3,3546567229311018,逍-遥-自-在-,舰长,76,小丸艺,25
4,7845145,凉皮米线,舰长,24,小丸艺,24
5,1784237452,幸运版金太狼,舰长,43,小丸艺,24
6,3546813342682040,神秘人_0019,舰长,89,小丸艺,24
7,3546647397141444,是千栀,舰长,11,小丸艺,22
8,21532767,LuxorSky,舰长,12,小丸艺,21
9,518498472,周周鸭zz,舰长,10,小丸艺,21
10,670463398,大头蘑菇彬,舰长,2,小丸艺,21
