rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,寒灯纸上-梨花雨凉_,舰长,76,小丸艺,26
2,45331405,青鈫,舰长,189,小丸艺,26
3,3546567229311018,逍-遥-自-在-,舰长,133,小丸艺,25
4,3546647397141444,是千栀,舰长,68,小丸艺,24
5,3546813342682040,神秘人_0019,舰长,146,小丸艺,24
6,3546888569620883,桃初桃出吃桃酥,舰长,57,小丸艺,24
7,518498472,周周鸭zz,舰长,67,小丸艺,23
8,3546602973169693,学英语的朵拉,舰长,6,小丸艺,23
9,3546818723973606,負け犬の目,舰长,9,小丸艺,21
