rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,寒灯纸上-梨花雨凉_,舰长,72,小丸艺,26
2,45331405,青鈫,舰长,185,小丸艺,26
3,3546567229311018,逍-遥-自-在-,舰长,129,小丸艺,25
4,3546647397141444,是千栀,舰长,64,小丸艺,24
5,3546813342682040,神秘人_0019,舰长,142,小丸艺,24
6,3546888569620883,桃初桃出吃桃酥,舰长,53,小丸艺,24
7,518498472,周周鸭zz,舰长,63,小丸艺,23
8,3546602973169693,学英语的朵拉,舰长,2,小丸艺,23
9,1306582624,星空奶芙,舰长,31,小丸艺,21
10,3546818723973606,負け犬の目,舰长,5,小丸艺,21
