rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,笺上灯影戏琉璃,舰长,79,小丸艺,26
2,45331405,青鈫,舰长,192,小丸艺,26
3,3546567229311018,逍-遥-自-在-,舰长,136,小丸艺,25
4,3546647397141444,是千栀,舰长,71,小丸艺,24
5,3546813342682040,神秘人_0019,舰长,149,小丸艺,24
6,3546888569620883,桃初桃出吃桃酥,舰长,60,小丸艺,24
7,518498472,周周鸭zz,舰长,70,小丸艺,23
8,3546602973169693,御小仙_,舰长,9,小丸艺,23
9,670463398,大头蘑菇彬,舰长,34,小丸艺,22
10,3546818723973606,負け犬の目,舰长,12,小丸艺,21
