rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,笺上灯影戏琉璃,舰长,87,小丸艺,26
2,45331405,青鈫,舰长,200,小丸艺,26
3,3546567229311018,逍-遥-自-在-,舰长,144,小丸艺,25
4,3546647397141444,是千栀,舰长,79,小丸艺,24
5,3546813342682040,神秘人_0019,舰长,157,小丸艺,24
6,518498472,周周鸭zz,舰长,78,小丸艺,23
7,3546602973169693,御小仙_,舰长,17,小丸艺,23
8,670463398,大头蘑菇彬,舰长,42,小丸艺,22
9,3546818723973606,祝西瓜27号满月快乐,舰长,20,小丸艺,21
