rank,uid,username,type,accompany,medal_name,medal_level
1,222569776,笺上灯影戏琉璃,舰长,86,小丸艺,26
2,45331405,青鈫,舰长,199,小丸艺,26
3,3546567229311018,逍-遥-自-在-,舰长,143,小丸艺,25
4,3546647397141444,是千栀,舰长,78,小丸艺,24
5,3546813342682040,神秘人_0019,舰长,156,小丸艺,24
6,518498472,周周鸭zz,舰长,77,小丸艺,23
7,3546602973169693,御小仙_,舰长,16,小丸艺,23
8,670463398,大头蘑菇彬,舰长,41,小丸艺,22
9,3546818723973606,祝西瓜27号满月快乐,舰长,19,小丸艺,21
